"Quantity (attribute)",1
"Urine pH test (procedure)",1
"Staging - procedure intent (qualifier value)",1
"Squalene",1
"Umbilicus Genus",1
"Estrogen Receptors",1
"Schedules",10
"Radiotherapy Dosage",1
"Retroperitoneal exploration",1
"Persistent (qualifier value)",5
"Normal Range",1
"Allowance (administrative concept)",1
"Ureterovaginal fistula (disorder)",1
"Stage 4 lower case ay",1
"external radiation",2
"Structure of internal iliac artery",1
"Models",4
"Progress Report",1
"Resistant (qualifier value)",1
"Hematuria",1
"Square (qualifier value)",2
"Finding of drug level (finding)",1
"appropriateness",3
"Superficial (qualifier value)",2
"Confusion",1
"Colorectal Carcinoma",2
"Pelvic Neoplasms",1
"xanthosine",5
"Myoblastoma",1
"Topoisomerase inhibitor (substance)",1
"Localization - action (qualifier value)",1
"Effective (qualifier value)",9
"Medical oncologist (occupation)",1
"SURGERY, PAST",1
"SPECIFIC",6
"Gamete Intrafallopian Transfer",1
"Lassitude",2
"Critic (occupation)",1
"Seventh (qualifier value)",1
"Bites",1
"Alkaline Phosphatase",4
"Consensus",2
"pM category (observable entity)",10
"Isolated (qualifier value)",1
"Relative (related person)",9
"Psychological adjustment",5
"Knowledge",1
"Indicator",1
"premenopausal",2
"DNA Replication",1
"Glycoproteins",1
"Spatial Distribution",9
"Changed status",3
"Films",2
"Linear Accelerators",2
"Prophylactic (qualifier value)",1
"Bone function (observable entity)",1
"Research Personnel",3
"aspects of laws",1
"Descending (qualifier value)",1
"Repeat treatment NOS (context-dependent category)",1
"Low dose (qualifier value)",4
"Absences (finding)",7
"History of (present illness) (contextual qualifier) (qualifier value)",8
"Fluorouracil",15
"Colostomy stoma",1
"Numbers (qualifier value)",7
"liposomal",1
"Third (qualifier value)",9
"Natures",1
"Size (attribute)",4
"Finding of serum electrolyte levels (finding)",2
"ns (qualifier value)",2
"node-negative",1
"Acetylcysteine",1
"Proportional (qualifier value)",12
"Alopecia",4
"Empiricism",1
"Lumbar (qualifier value)",4
"Entire lung",1
"Morbidity - disease rate",5
"strategy",3
"Asia",1
"Bilirubin normal",1
"Associated topography (attribute)",12
"Biomechanical compliance",5
"Taxonomic",2
"Proliferation (morphologic abnormality)",2
"Fibrosis",2
"Median Statistical Measurement",21
"Proteins",1
"Pharmacokinetic study (procedure)",1
"Depressive disorder",1
"Surgical Staples",1
"Creatinine normal",1
"Rectum",7
"Septicemia",1
"Lactate Dehydrogenase",1
"Continuance of life",22
"Roman numeral II",4
"Lower third (qualifier value)",1
"DNA Topoisomerase",2
"Action (qualifier value)",1
"South America",1
"Tumor Markers",1
"Genus Axis",1
"Israel",2
"Melanoma",1
"Disposable",1
"Streptococcal lymphadenitis of swine",1
"Anterior",4
"Dialysis procedure",1
"Male population group",2
"Cell Division",2
"Report (document)",10
"View (attribute)",1
"Human Development",7
"Distributing",9
"Neck Neoplasms",1
"Dependent Variables",1
"Multivariate Analysis",4
"Pyrimidine",1
"Aspiration (procedure)",1
"Antibody titer measurement (procedure)",1
"Cervix carcinoma recurrent",2
"Serum bilirubin measurement (procedure)",2
"Transaminases",1
"Rest",1
"Proliferation Markers",1
"Additive (qualifier value)",18
"Neutrophil count NOS (procedure)",1
"Pulmonary function (observable entity)",1
"port-a-cath",3
"statistical tests",1
"Lymphography",1
"Intention",2
"dose-rate",2
"Aggressive course (qualifier value)",1
"Sternum",1
"Lights, manufactured",6
"Dukes stage (observable entity)",1
"Personality Sensitivity",4
"coworker",1
"Depth (attribute)",2
"Expectations (qualifier value)",4
"Pleura",1
"Indications",3
"Malignant - descriptor",1
"Selection Bias",1
"Revision - value (qualifier value)",1
"Liver",5
"In Vitro",2
"Physical object (physical object)",1
"Axillary lymph node group",2
"local therapy",2
"Granulocyte count (procedure)",1
"Contiguous (qualifier value)",2
"Toxic nephropathy (disorder)",1
"Salvage",1
"Behaviors and observations relating to behavior",6
"Partial (qualifier value)",7
"Masse",2
"dosimetry",2
"Perforation (morphologic abnormality)",1
"Four (qualifier value)",17
"Documented (qualifier value)",1
"Stress bismuth subsalicylate",1
"Adherent",1
"Cardiomyopathy",1
"organizational",1
"Analgesics",1
"Polypropylenes",1
"Ovary",1
"Seizures",3
"Left (qualifier value)",6
"Fixation - action",1
"EXCEPTIONALLY",1
"Fertility",1
"Cardiac monitoring (regime/therapy)",1
"primary tumor",2
"Access (attribute)",2
"Stage 1 upper case bee",4
"Hormone therapy (procedure)",1
"Tamoxifen",1
"[M]Unspecified tumor cell NOS (morphologic abnormality)",6
"Intravenous infusion (product)",1
"Approach (attribute)",7
"Timing (attribute)",6
"Count of entities (property) (qualifier value)",17
"Role",11
"Mammary gland",1
"Developers",3
"Absorbable suture (physical object)",1
"Computer software",1
"Caucasoid Race",2
"Mucous Membrane",2
"Antimicrobial susceptibility",4
"Border of rib (body structure)",1
"Urea nitrogen (substance)",1
"Related (finding)",13
"Dizziness",1
"Synthesis",1
"Anteroventral Thalamic Nucleus",2
"Administration",9
"Theories",1
"utilization",14
"Regional (qualifier value)",4
"Entire prostate",1
"Better (qualifier value)",9
"Quantitative (qualifier value)",1
"Scar",1
"Out (qualifier value)",1
"statistical",11
"Full (qualifier value)",6
"Compromise",1
"Cesium",8
"Transfusion - action (qualifier value)",4
"Patterns (qualifier value)",6
"Soft tissues (body structure)",1
"Linear accelerator electrons (procedure)",2
"Maximal (qualifier value)",2
"Pulmonary Embolism",1
"Neck",2
"Paresis",2
"FLUOROURACIL:MASS:POINT IN TIME:DOSE MED OR SUBSTANCE:QUANTITATIVE",3
"Hematology procedure",2
"exclusion",4
"Pathologist evaluation (procedure)",1
"allowing",1
"Upper arm",11
"Lithium",6
"Endomyocardial biopsy (procedure)",1
"Indexes",2
"Variant",2
"Stable (qualifier value)",2
"Ethics Committees",1
"Physical activity",5
"Intestinal Fistula",1
"Adequate (qualifier value)",6
"hydroxyl group",1
"symptoms",6
"Entire rectum",7
"RF",1
"Upper third (qualifier value)",1
"Bone Marrow",3
"Arterial blood supply",2
"Minute (qualifier value)",3
"Singular",7
"Intravaginal (qualifier value)",4
"stable disease",2
"Pilot Projects",1
"Survival Analysis",4
"Radiation Oncology",3
"Stage of Surgical Procedure",8
"Research",1
"Greater (qualifier value)",11
"Secondary malignant neoplasm of lung (disorder)",1
"Radiology studies",1
"Upper (qualifier value)",2
"Disability NOS (finding)",1
"Percentile (property) (qualifier value)",4
"Rank",9
"adjuvant therapy",6
"Middle third (qualifier value)",1
"Antibodies, Monoclonal",1
"Entire uterus",1
"Scheduled (qualifier value)",3
"Intestines",6
"Pressure",1
"Accelerated (contextual qualifier) (qualifier value)",1
"Seven (qualifier value)",5
"Total (qualifier value)",14
"Velocity (property) (qualifier value)",5
"Screening - procedure intent (qualifier value)",1
"Nucleolar",1
"GI series",1
"Total white cell count NOS",1
"Progressive (qualifier value)",4
"V (voltage)",5
"Dose Fractionation",3
"Actuary (occupation)",4
"Dissection - action (qualifier value)",3
"Histological type (attribute)",1
"Exercisers, Bicycle",1
"Excision",8
"Recording of previous events",8
"phase I study",1
"Alkaline phosphatase stain",4
"incidence of cases",12
"Axis vertebra",1
"Maximum",4
"Stage 4 upper case bee",1
"Liver edge (finding)",1
"Intraoperative (qualifier value)",1
"Status (attribute)",13
"Selection (Genetics)",9
"Identified (qualifier value)",1
"Reduced (qualifier value)",7
"Vegetable marrow",2
"Myocardial Infarction",2
"Physical Therapy Techniques",1
"Bilateral hydronephrosis (disorder)",1
"Esophagus",1
"kg (qualifier value)",1
"Neoplasm Metastasis",15
"Projections and Predictions",2
"acceptability",4
"Long-term (qualifier value)",6
"coexistent disease",1
"Ribonucleotide Reductase",1
"Disease",16
"Started (qualifier value)",2
"Abdominal cavity structure",2
"Brachytherapy Systems, Remote Afterloading",1
"Immature (qualifier value)",1
"Demonstrable (qualifier value)",2
"Euphoric mood",15
"Fielding",5
"Same (qualifier value)",11
"Subtype (attribute)",1
"Interstitial brachytherapy (regime/therapy)",1
"Biopsy sampling (qualifier value)",1
"milligram",18
"Failed",1
"Act of Documentation",1
"Drug dose (finding)",1
"Magnitudes (qualifier value)",2
"FAVOR (product)",4
"Writer (occupation)",12
"Colonoscopy",1
"Entire breast",2
"High",15
"Standards of Weights and Measures",9
"counts (qualifier value)",6
"Stratified (qualifier value)",5
"Carcinomatosis",2
"Hypotension",1
"Regulation",3
"Biological Markers",1
"Proportional Hazards Models",1
"Types (qualifier value)",2
"[D]Abdominal mass (context-dependent category)",1
"progressive disease",5
"Incised wound - morphology (morphologic abnormality)",2
"Estrogen receptor positive",1
"Reoperation",1
"Cytopenia (finding)",1
"Neutrophils",3
"Paraplegia",1
"5'-deoxy-5-fluorouridine",1
"GENERAL OPERATIVE PROCEDURES",14
"C1 innervation",1
"Occult (qualifier value)",2
"Adenocarcinoma",10
"Bacillus <bacterium>",6
"Compete",2
"Intermediate (qualifier value)",1
"CNS metastases (tumor staging)",1
"Cardio-",2
"Body of uterus",1
"White blood cell count laboratory result",1
"workforce",1
"Mastectomy",2
"Myocardium",1
"Synchronizers",1
"Nausea",8
"hypothesis testing",1
"Hemoglobin",2
"Complication, infection",1
"Integumentary scale",4
"End (qualifier value)",5
"radiosensitization",1
"Good (qualifier value)",7
"Barium enema (procedure)",1
"Scarring",1
"SERUM CREATININE TESTS",3
"Obstetric Delivery",2
"Accident due to exposure to weather conditions",3
"Late (qualifier value)",10
"Subjective observation (qualifier value)",1
"Cytotoxicity",3
"Spatial Projection",2
"Czech Republic",1
"Lanthanum",1
"Pessimistic (finding)",1
"Alpha (qualifier value)",1
"Start (substance)",1
"National Institutes of Health (U.S.)",1
"Recurrent disease (finding)",4
"Six (qualifier value)",10
"Retroperitoneal Space",1
"implicit permission",2
"Result (navigational concept)",24
"Dacarbazine",1
"Body Surface Area",1
"Rattus norvegicus",1
"Carcinoembryonic antigen measurement",1
"Steroids",1
"Completeness (qualifier value)",2
"Stage 4 lower case bee",1
"Vinblastine",1
"CT GUIDE",1
"Cervical (qualifier value)",4
"physiopathological",1
"Meaningfulness",2
"Ulcer",1
"Serious (qualifier value)",2
"Infusion (procedure)",11
"Pulmonary toxicity",2
"Cancer of Rectum",3
"Urinalysis",1
"Force",1
"Infusions, Intravenous",2
"Closure by suture",1
"Accountant NOS (occupation)",1
"Confidence Intervals",7
"mL (qualifier value)",3
"Exploration procedure (procedure)",3
"Trunk of apical segmental artery",2
"Homo sapiens",2
"Medical History Taking",1
"Special (qualifier value)",2
"Radionuclide therapy",1
"explanation",5
"Subcutaneous Tissue",1
"Clear (qualifier value)",3
"Colostomy Procedure",1
"Slide (specimen)",3
"Health",1
"Significant (qualifier value)",23
"Probes, Other",1
"Equipment",2
"Half-Life",1
"Endoscopy",1
"Epithelial",2
"Malignant disease",2
"Fractions of (qualifier value)",9
"Therapeutic",5
"LIST",1
"Multiple Organ Failure",1
"Flexible (qualifier value)",1
"Photons",1
"Salvage procedure (qualifier value)",1
"experience (practice)",3
"regulatory",3
"Urologic (qualifier value)",1
"Carcinoma",4
"ORALIT",3
"Excision - action (qualifier value)",7
"GENERAL HEALTH",1
"Pulmonary aspiration",1
"Entire vertebral column",1
"Clinical examination",8
"Tail",5
"REFILLS",1
"Type of cell (qualifier value)",3
"Extraperitoneal (qualifier value)",2
"therapeutic index",2
"Has intent (attribute)",1
"Vascular blood supply",2
"X-ray, bones",1
"elastic",1
"Very (qualifier value)",1
"Sex Ratio",1
"Accretion (morphologic abnormality)",1
"history",8
"Alkylating Agents",4
"Purines",1
"Cytotoxic agent (substance)",1
"State (environment)",8
"Imagery",1
"Extension (qualifier value)",6
"Ethicists",1
"Neuraxis",1
"Contracts",1
"Aorta",1
"Preoperative (qualifier value)",6
"Surgical repair (procedure)",2
"1,2-diacylglycerol",1
"O GROUP",1
"Planned level (qualifier value)",1
"adverse effects",12
"Liquid (finding)",6
"Struck (disorder)",1
"antagonists",2
"Equilibrium",2
"Sequela (disorder)",1
"Deferoxamine",1
"testimony",1
"Surgical Patients",1
"cell proliferation",1
"Exercise",1
"Toxic reaction (NOS)",2
"Determination Aspects",2
"Supportive care",4
"survival aspects",22
"Table - visual aid",2
"Aortic lymph node (body structure)",7
"Threshold (property) (qualifier value)",1
"Telephone",1
"Strikes, Employee",1
"Boxes",3
"BOMP protocol",1
"Unmarried person",7
"Histopathology",4
"Reassuring (procedure)",1
"Abnormal liver function (finding)",1
"Efficiency",1
"Rules of conduct",1
"Wound Healing",2
"Consistent with (qualifier value)",5
"Anesthesiology",1
"Stomatitis",1
"Fermium",1
"Carboplatin",2
"Hypertension",1
"Phlebography",1
"Parasternal lymph node (body structure)",1
"cooperative study",2
"Standardization",1
"Problem (finding)",6
"Relapse",7
"Tolerant",2
"Low (qualifier value)",11
"Scores (qualifier value)",5
"Excessive (qualifier value)",4
"Devices",1
"gastrointestinal function",1
"Spatial Displacement",2
"Colorectal cancer metastatic",2
"Colon",3
"Human Body",1
"Proctitis",1
"Step (qualifier value)",3
"Human Age Group",1
"Affect",1
"Hypertension induced by pregnancy",1
"Charcoal",1
"Choice Behavior",2
"PRIOR",6
"surveillance aspects",1
"Transperitoneal approach (qualifier value)",1
"Fatty acid glycerol esters",1
"Phase (qualifier value)",6
"Clinical Research",3
"Frequency of Responses",10
"injuries",3
"Cell Count",2
"In complete remission (qualifier value)",2
"Tension (finding)",1
"Garbage",2
"Stenosis of vagina (disorder)",1
"Limitation (attribute)",1
"cohort",2
"Mammography",1
"Glucose",1
"Entire pelvic lymph node",1
"Bone structure (body structure)",1
"Rattus",1
"recovery from disease",2
"Platinum",1
"Review [Publication Type]",5
"Ten (qualifier value)",3
"CMF regimen",2
"The science and art of healing",5
"simulation",1
"Blood Transfusion",1
"Sigmoid colon",1
"Following (attribute)",5
"Dyssomnias",1
"Staging system (attribute)",1
"Number eleven",5
"Sleeves",1
"Social Interaction",4
"Fluctuating (qualifier value)",1
"Equal (qualifier value)",6
"Finding of bilirubin level (finding)",1
"Normal limits (qualifier value)",2
"Dorsal",4
"Vesical",1
"Implants",1
"Total protein measurement (procedure)",1
"Entire hand",1
"Resistance (Psychotherapeutic)",2
"Documents (qualifier value)",2
"White color (finding)",2
"Nuclear",1
"Responses",12
"Blood",7
"CONTINUED",4
"Methods",24
"Pilot - aircraft (occupation)",3
"Elimination outcomes",3
"Abnormal (qualifier value)",1
"Commonwealth of Independent States",4
"Minor (value)",3
"Hydroxytryptamine",1
"Procedures",11
"Texas",1
"Clinical Trials, Randomized",2
"Young (qualifier value)",1
"Radiation",17
"Region of neck (body structure)",2
"Persistence (finding)",2
"Saws",1
"Portugal",1
"Calculated (qualifier value)",4
"Motility (finding)",1
"Closed approach",2
"Psychological fixation",1
"Radiologic (qualifier value)",2
"Scientific Study",24
"Groups (qualifier value)",22
"Withers (body structure)",1
"Other regular care provider",2
"Maintain",1
"Effect (qualifier value)",19
"Computers",2
"benefits",15
"FIGO Stage (attribute)",4
"Distress (finding)",1
"Entire lumen of body system",1
"Spreading (qualifier value)",1
"Granulocytes",1
"Medical History",9
"Venous cannula insertion",1
"Relationship by association",5
"Silk suture, device (physical object)",1
"Cineradiography of cardiovascular system (procedure)",1
"Hypoxanthine",1
"Injection (product)",3
"Atropinum, atropine",1
"Actual blood loss",1
"Deoxyribose",6
"Reaction (qualifier value)",4
"Reduction - action",13
"Rosa",1
"Negative (qualifier value)",11
"adjuvant study",3
"incorporation",1
"bilateral breast cancer",4
"Discussion (procedure)",23
"Contralateral breast cancer",1
"Federal Government",1
"Table - furniture",2
"Antibiotics",1
"aspects of radiation effects",1
"Sus",1
"year (qualifier value)",17
"Localized (qualifier value)",1
"Ovariectomy",1
"Cyclophosphamide",4
"Seeds",1
"PLAN OF TREATMENT",3
"Published Comment",2
"Epilepsy",2
"Responsive (qualifier value)",1
"Entire mediastinum",1
"Psychotherapy, Group",4
"Follow-up visit (procedure)",3
"Ischemic",1
"Vertebral column",1
"Abdominal (qualifier value)",2
"Thrombocytopenia",5
"cooperative group",4
"demographic characteristics",1
"Ability to control pelvic posture (observable entity)",2
"AOD use initiation",3
"Biases",2
"Cytotoxic drug therapy NOS (procedure)",1
"Mendelevium",1
"Biologic (qualifier value)",2
"Sliding",2
"legal surveillance",1
"Contour Alloy",1
"Structure of supraclavicular lymph node",1
"Volume (property) (qualifier value)",7
"Controlled (qualifier value)",2
"Disease regression",7
"significance level",6
"Increasing (qualifier value)",1
"GRADIENT",1
"Frequencies (time pattern)",1
"Myelosuppression (finding)",3
"Pneumonia",1
"Left ventricular ejection fraction (observable entity)",1
"Mathematical formula",2
"Malignant neoplasm, primary (morphologic abnormality)",13
"Gynecological examination",1
"Depth (qualifier value)",2
"Minor",3
"mm3 (qualifier value)",1
"weekend",1
"Rheumatoid Arthritis",1
"Liquid substance",6
"Liposarcoma",1
"Reduction (chemical)",13
"Life Expectancy",1
"Toxicity aspects",18
"Operable (qualifier value)",1
"Histology Procedure",3
"Hydroxyurea",4
"patient characteristics",7
"Improving (qualifier value)",15
"Certainty (attribute)",2
"Intestines, Small",3
"National origin",1
"Improved (qualifier value)",15
"prognostic",13
"Nutritionals",1
"Radiation therapy",21
"Slow (qualifier value)",1
"cardiac toxicity",1
"Aluminum",13
"Unilateral (qualifier value)",1
"Finding of serum bilirubin level (finding)",2
"Uterus",2
"Internationality",2
"Individual (person)",1
"Sampling of lymph nodes NOS (procedure)",1
"Drug Interactions",5
"Neoplasm progression",2
"Epithelial Cells",1
"Obstruction",7
"Medial (qualifier value)",1
"Fistula",3
"Vanadium",5
"Plastics",1
"Biopsy",4
"dose-limiting",3
"measurable disease",2
"Fibrosarcoma",1
"Sudden onset (attribute)",1
"Purpose (attribute)",6
"Analysis",23
"First (qualifier value)",17
"Writing",12
"Diethylstilbestrol",1
"ADMISSION",2
"Myelofibrosis",1
"Outcome Measures",1
"Rigor - Temperature-associated observation",1
"Screening chest X-ray (procedure)",1
"Indeterminate",1
"GTPase-Activating Proteins",1
"Delivery",2
"Maker NOS (occupation)",1
"Pain control (procedure)",1
"Protoplasm",1
"Vomiting",8
"Heart Rate",1
"Anthracycline Antibiotics",2
"Mass of body structure (finding)",2
"Therapeutic response, function (observable entity)",1
"Entire lymph node",1
"Microscopic (qualifier value)",1
"Medication Treatment",1
"Nervousness",1
"Side (qualifier value)",8
"controversy",1
"Malignant Peripheral Nerve Sheath Tumors",1
"Events (event)",8
"Randomized Controlled Trials",1
"Hemangiosarcoma",1
"Regression - mental defense mechanism",7
"Generations",2
"LOST",2
"Direct type of relationship",1
"Function",4
"Reference Values",1
"biopsy characteristics",4
"Anti-Arrhythmia Agents",1
"Selection Criteria",1
"free time",1
"Delivery finding (finding)",2
"Tumor Antigens",1
"Persons",1
"Nutritional status",1
"Health Status",1
"Platelet Count",10
"Reversible (qualifier value)",1
"Entire liver",5
"Disease recurrence",3
"Short-term (qualifier value)",1
"Timed (qualifier value)",4
"Blood capillaries",2
"Fatigue",1
"Systemic Scleroderma",2
"Stage 2 upper case ay",1
"Aftercare",2
"Does stand (finding)",1
"Chemotherapy-Oncologic Procedure",21
"Serum",3
"Entire pleura",1
"Mediastinum",1
"Needle biopsy procedure",1
"Malignant tumor of thyroid gland (disorder)",1
"Exact",4
"Serum bilirubin NOS",1
"Percutaneous aspiration (procedure)",1
"Mass, a measure of quantity of matter (property) (qualifier value)",2
"FYN Gene",3
"Changing",3
"Urogenital structure",2
"Colorectal Cancer",5
"Prostate",1
"With quality (attribute)",3
"Radicals (chemistry)",6
"Neurologic (qualifier value)",3
"Rapid (qualifier value)",2
"Entire esophagus",1
"Adult",1
"DOS",11
"Apical (qualifier value)",1
"Spindle",1
"Entire capillary blood vessel (organ)",2
"Entire chest wall",1
"Dipstick assessment of hemoglobin concentration (procedure)",1
"SUPPORT",1
"Has difficulty doing (qualifier value)",1
"Individual Adjustment",5
"Demography",1
"Sensitive (qualifier value)",1
"Abdomen",1
"Uncontrolled (qualifier value)",2
"Spain",1
"Circular (qualifier value)",1
"M category (observable entity)",1
"Old episode",2
"Conduit implant",1
"Other",20
"time interval",1
"L2 innervation",1
"Superior (qualifier value)",7
"Observation parameter (observable entity)",3
"Deterioration of status",4
"Urology",1
"Positioning Attribute",2
"Elderly",1
"[X]Other chemotherapy (context-dependent category)",1
"Twelve (qualifier value)",2
"Male gender",2
"Belgium",1
"Entire spleen",1
"Proctoscopy",1
"Therapeutic procedure",23
"X-rays, Homeopathic Preparations",1
"Age (qualifier value)",15
"Human Females",9
"dose-response curve",1
"Chest Pain",1
"Intraarterial",1
"Finding of alkaline phosphatase level (finding)",1
"Ability",2
"Mitomycin",3
"Energy, Physics",3
"Umbilicus (Anatomy)",1
"Extreme (qualifier value)",3
"Swiss (ethnic group)",1
"Port - alcoholic beverage",3
"Ratio (property) (qualifier value)",7
"Diffuse (qualifier value)",1
"Postmenopausal state (finding)",1
"Vein",1
"Disease Progression",1
"Obesity",1
"Modulated (qualifier value)",1
"Mechanism (attribute)",3
"Mitomycins",3
"Classification",2
"Radiologic finding (finding)",1
"Serum albumin measurement",1
"Actinic (qualifier value)",1
"CONFIRMED",7
"development aspects",7
"Lacking (qualifier value)",2
"Exertion",4
"Severe (severity modifier) (qualifier value)",11
"Congenital Abnormality",2
"Radiation Dosage",3
"Bilateral mammography (procedure)",1
"Evaluation",14
"Martes pennanti (organism)",3
"bolus",2
"Guided imagery",1
"Uncertain (qualifier value)",1
"Blood Chemical Analysis",2
"Chi-Square Test",3
"Concurrent (qualifier value)",8
"Complement",1
"financial",1
"statistical power",1
"Biopsy of lymph node (procedure)",1
"Including (qualifier value)",6
"Total protein",1
"Null (qualifier value)",3
"antagonism",1
"cancer recurrence",1
"L (qualifier value)",6
"Febrile neutropenia",1
"Rio (qualifier value)",1
"Injecting drug user (finding)",1
"Radioisotope scan of bone (procedure)",4
"Magnesium",18
"Cytologic (qualifier value)",2
"Depression motion",1
"More (qualifier value)",16
"roentgenographic",3
"standard therapy",2
"Reproduction",1
"Bone structure of cranium",1
"Elevation (procedure)",1
"Liver Failure",1
"Physicians",1
"Ovarian Carcinoma",1
"Postoperative Period",10
"Palliative Care",1
"Scanning",3
"description",1
"Data Analysis",2
"Crisis (finding)",1
"Chemistry profile",1
"Cisplatin",8
"Risk",14
"Clinical (qualifier value)",10
"Cox Models",5
"Neoplasms",15
"alone",4
"Treatment Failure",1
"Pelvic wall structure (body structure)",3
"T-Lymphocytes",1
"Tumor margin status",4
"REPRODUCTIVE",1
"Interrupted (qualifier value)",5
